"","matchid","pep_effect"
"97","532589928",0.0148738672468348
"98","533778810",-0.0348091322229693
"99","535360320",-0.058152071865707
"100","536972368",0.0202370266983352
"101","543908379",-0.0566835724947468
"102","547902553",0.0769942192118589
"103","558268078",0.000337802134253162
"104","564582314",0.0389591740392386
"105","566805446",-0.0663373876623567
"106","568989169",0.0203008678196558
"107","569514698",0.0866267704166555
"108","573648296",0.0291816606617751
"109","603647385",0.0845108821635743
"110","621547593",0.0074214209817505
"111","622520744",0.0391182029210343
"112","626284952",-0.157458983218812
"113","634047281",0.00743549618833678
"114","644777228",-0.0404214529522444
"115","652252387",0.132790146737425
"116","652641077",-0.00545489734759289
"117","658667827",-0.0753879845805465
"118","663578375",-0.125643841480263
"119","678260364",-0.00600562456608594
"120","688729452",0.120546043722568
"121","695298472",-0.0240942325834049
"122","703261661",-0.0348145106688512
"123","705370741",0.147401778216412
"124","705805679",-0.0526076861951099
"125","710967616",0.187715222575655
"126","714659761",0.204107179794609
"127","720842308",0.0478677946420018
"128","724548641",-0.0575833677400052
"129","733185534",0.183427776104607
"130","733546887",0.0931959194840184
"131","735548888",-0.0606749180455127
"132","735751507",0.0158611199961921
"133","753062614",-0.0243347786538893
"134","759058254",0.0152606425648698
"135","762811633",0.264531380553894
"136","775307143",-0.0484776997788797
"137","793454540",0.113372261234896
"138","794033209",0.0558328460314353
"139","794751869",0.0512245001681382
"140","798851671",-0.155957137524996
"141","799620131",-0.0895617099722838
"142","800164009",0.255472854905402
"143","800437405",-0.0462032877630318
"144","804625453",-2.2365400225266e-05
"145","820156227",0.0965137924968489
"146","822275980",-0.0327466219458126
"147","830708572",-0.078393887715009
"148","830855109",-0.0364109764028417
"149","835262075",0.0233881721748583
"150","839714989",-0.0227025559003905
"151","853402928",-0.00635878220826067
"152","858651311",0.0965923902364126
"153","864608567",-0.027151674968863
"154","869127148",0.00651119180244458
"155","882004199",0.0699142884789524
"156","896172406",-0.0212918395763303
"157","902130830",-0.0930347614771807
"158","902854852",-0.048956279289051
"159","908405830",-0.00198663557067932
"160","911475060",0.0829476100214892
"161","913633980",-0.0239820056807239
"162","914484624",0.0380014905532783
"163","916777714",0.0822226278399203
"164","919178005",0.0491913845316128
"165","922363758",-0.125585384105216
"166","928014337",0.0338862059303701
"167","928436622",0.0623548905921916
"168","936894349",0.0179019142862508
"169","939284539",0.0601856618238714
"170","950553397",0.070278064494997
"171","952290209",0.0293342527959849
"172","956473710",-0.0339402034567635
"173","956643204",-0.0056625766334269
"174","958708920",0.116973079329202
"175","959390242",0.0644419123344551
"176","960275576",0.147753291016361
"177","960579910",-0.0369489495346541
"178","979927617",-0.152136489281286
"179","980009697",-0.136830799595721
"180","986916458",-0.232990032355902
"181","990697619",-0.0740640044321835
"182","991564617",0.0659811260548628
"183","995246762",-0.111863393510148
"184","996307177",0.0698324519573097
